q seq id	s seq id	percent id	length	mismatch	gap open	q start	q end	s start	s end	e-value	bit score 																																												
Q5A0Z0_CANAL	NODE_330_38203_cov_13.781069	60.309	194	74	3	1	192	23014	22436	2.60E-76	248																																												
Q5A1D3_CANAL	NODE_390_29826_cov_13.370854	78.571	210	27	1	28	219	21055	20426	1.54E-125	318																																												
Q5A2S8_CANAL	NODE_377_31591_cov_12.686340	46.437	435	178	8	9	428	23341	24525	2.71E-106	345																																												
Q5A2W3_CANAL	NODE_2_339980_cov_14.749374	66.667	387	126	2	1	384	128836	127676	8.27E-175	540																																												
Q5A3N8_CANAL	NODE_77_112640_cov_15.584235	47.458	236	107	5	9	231	54	749	9.65E-59	200																																												
Q5A3V2_CANAL	NODE_77_112640_cov_15.584235	46.61	236	109	5	9	231	54	749	4.91E-57	195																																												
Q5A401_CANAL	NODE_217_56212_cov_13.670982	72.687	227	46	1	46	256	24516	23836	7.47E-117	350																																												
Q5A409_CANAL	NODE_46_136539_cov_14.398198	42.062	737	375	17	187	893	99143	96999	1.71E-169	549																																												
Q5A415_CANAL	NODE_19_180502_cov_14.935723	85.05	301	45	0	1	301	139584	138682	1.07E-166	513																																												
Q5A432_CANAL	NODE_2_339980_cov_14.749374	86.538	52	7	0	376	427	156298	156453	1.11E-23	107																																												
Q5A4H1_CANAL	NODE_326_38862_cov_17.047373	52.927	427	187	8	243	663	2406	3662	4.64E-136	442																																												
Q5A4X5_CANAL	NODE_61_121985_cov_14.507197	50	120	58	2	366	484	95753	96109	2.26E-31	129																																												
Q5A4X7_CANAL	NODE_65_120022_cov_14.468176	67.606	142	46	0	2	143	39138	39563	4.23E-63	217																																												
Q5A504_CANAL	NODE_326_38862_cov_17.047373	44.213	432	209	15	116	533	2427	3668	3.93E-98	327																																												
Q5A506_CANAL	NODE_390_29826_cov_13.370854	26.131	398	243	12	293	654	28433	27285	1.88E-20	98.6																																												
Q5A594_CANAL	NODE_46_136539_cov_14.398198	41.168	736	379	14	205	900	99188	97023	6.32E-153	501																																												
Q5A5C0_CANAL	NODE_66_119985_cov_14.533123	43.658	339	165	6	111	435	82220	83200	2.22E-74	265																																												
Q5A5C1_CANAL	NODE_39_146068_cov_21.102672	47.183	284	137	5	1	272	142027	141179	4.81E-75	249																																												
Q5A651_CANAL	NODE_359_33047_cov_14.312728	31.081	370	194	11	2	336	22198	21167	1.65E-27	115																																												
Q5A661_CANAL	NODE_577_10138_cov_14.892718	50.588	425	185	6	12	414	6384	5119	4.07E-141	448																																												
Q5A688_CANAL	NODE_3_298909_cov_14.579643	41.917	532	236	8	33	539	89700	88249	4.82E-161	414																																												
Q5A6P9_CANAL	NODE_311_40578_cov_15.887790	36.203	453	251	9	60	485	1982	657	1.71E-72	250																																												
Q5A747_CANAL	NODE_156_75747_cov_12.675231	57.143	406	172	2	3	406	67746	68963	2.83E-150	471																																												
Q5A755_CANAL	NODE_99_97612_cov_15.340452	22.5	160	88	4	426	583	84474	84851	1.70E-09	61.2																																												
Q5A762_CANAL	NODE_151_77721_cov_15.636609	30.689	1248	716	24	389	1546	36001	39567	2.02E-169	568																																												
Q5A7S7_CANAL	NODE_198_60459_cov_13.907097	37.784	352	151	9	1	294	24311	23286	8.83E-60	212																																												
Q5A839_CANAL	NODE_174_67402_cov_17.486198	63.423	298	96	3	1	285	895	2	1.24E-124	396																																												
Q5A8L5_CANAL	NODE_2_339980_cov_14.749374	36.726	226	105	5	94	285	289186	289851	3.75E-42	159																																												
Q5A8N2_CANAL	NODE_359_33047_cov_14.312728	37.568	370	190	14	14	354	22273	21200	5.86E-55	194																																												
Q5A8Y9_CANAL	NODE_55_127238_cov_14.683458	30.928	97	66	1	248	343	94925	95215	5.32E-15	81.3																																												
Q5A948_CANAL	NODE_184_64386_cov_15.001447	47.482	417	136	11	1	347	55916	54705	1.33E-107	345																																												
Q5AAG6_CANAL	NODE_46_136539_cov_14.398198	62.694	193	43	4	11	174	128527	127949	6.53E-117	237																																												
Q5AAJ8_CANAL	NODE_43_141924_cov_15.037384	27.119	177	99	6	100	246	15651	15121	8.38E-14	72																																												
Q5AB06_CANAL	NODE_262_47985_cov_15.276129	35.512	811	369	20	162	960	27257	25251	1.09E-116	395																																												
Q5AB74_CANAL	NODE_117_89130_cov_13.866847	52.256	532	199	7	1	479	73465	75054	9.18E-165	516																																												
Q5AB91_CANAL	NODE_577_10138_cov_14.892718	53.846	416	169	4	1	394	6387	5143	4.28E-142	451																																												
Q5ABB1_CANAL	NODE_454_23127_cov_12.846435	70.27	37	11	0	7	43	21844	21954	2.84E-12	58.9																																												
Q5ABD7_CANAL	NODE_88_103569_cov_14.399876	51.163	344	123	2	204	547	49281	50177	2.00E-136	362																																												
Q5ABE2_CANAL	NODE_126_85463_cov_14.400956	27.072	181	91	4	7	186	42121	42543	1.61E-13	74.7																																												
Q5ABP4_CANAL	NODE_88_103569_cov_14.399876	51.163	344	123	2	204	547	49281	50177	2.27E-136	362																																												
Q5ABU7_CANAL	NODE_262_47985_cov_15.276129	44.156	462	246	5	32	490	22924	21566	4.81E-116	377																																												
Q5AC08_CANAL	NODE_359_33047_cov_14.312728	36.486	370	194	14	15	355	22273	21200	1.24E-53	190																																												
Q5ACC9_CANAL	NODE_359_33047_cov_14.312728	36.486	370	194	14	15	355	22273	21200	1.28E-53	190																																												
Q5ACS8_CANAL	NODE_234_53533_cov_14.336704	24.586	724	404	25	1	622	36274	38325	2.61E-61	222																																												
Q5ACU3_CANAL	NODE_393_29524_cov_13.662891	34.877	691	400	13	7	663	15070	13046	6.45E-121	397																																												
Q5AD07_CANAL	NODE_28_162353_cov_14.648842	42.574	101	50	2	14	106	77153	77455	1.74E-18	81.6																																												
Q5ADM9_CANAL	NODE_3_298909_cov_14.579643	52.749	491	208	5	4	476	89709	88255	0	533																																												
Q5ADP3_CANAL	NODE_82_109925_cov_15.817210	47.564	349	89	9	113	386	41410	40421	5.37E-85	278																																												
Q5ADS0_CANAL	NODE_159_74973_cov_15.858216	99.408	169	1	0	1	169	7657	7151	5.75E-106	332																																												
Q5ADT1_CANAL	NODE_25_166548_cov_15.249902	20.403	397	219	17	5	355	8297	9334	1.81E-08	58.2																																												
Q5ADV7_CANAL	NODE_82_109925_cov_15.817210	35.714	70	40	2	248	314	40696	40493	2.71E-06	45.1																																												
Q5AEK8_CANAL	NODE_127_84993_cov_14.189428	44.615	520	245	6	1	517	79525	78086	2.21E-126	407																																												
Q5AEM6_CANAL	NODE_359_33047_cov_14.312728	37.19	363	186	12	13	340	22276	21209	1.26E-45	166																																												
Q5AEW4_CANAL	NODE_1_357609_cov_15.023162	40.422	663	326	17	729	1343	164973	166898	1.76E-134	460																																												
Q5AFE4_CANAL	NODE_383_30619_cov_14.085399	61.486	148	57	0	81	228	9917	9474	1.88E-57	196																																												
Q5AFI8_CANAL	NODE_1_357609_cov_15.023162	56.688	314	133	3	1	311	270040	269099	1.12E-100	324																																												
Q5AFM2_CANAL	NODE_326_38862_cov_17.047373	44.872	78	43	0	31	108	24711	24478	1.72E-08	50.8																																												
Q5AG40_CANAL	NODE_201_59809_cov_14.744278	62.712	413	116	4	3	378	23454	24689	2.91E-166	515																																												
Q5AG61_CANAL	NODE_133_82891_cov_15.276799	69.444	36	11	0	1	36	17259	17152	1.82E-09	60.8																																												
Q5AG71_CANAL	NODE_431_25783_cov_13.349314	50.273	366	161	4	2	349	964	2052	1.23E-99	354																																												
Q5AG89_CANAL	NODE_66_119985_cov_14.533123	66.038	265	84	3	1	259	15680	14886	2.13E-111	352																																												
Q5AGE4_CANAL	NODE_100_96751_cov_14.583872	24.556	338	184	10	64	343	49739	50713	7.29E-16	79.3																																												
Q5AGE7_CANAL	NODE_11_206496_cov_15.134061	36.964	303	145	8	78	350	155822	156682	1.16E-50	183																																												
Q5AH14_CANAL	NODE_418_26997_cov_12.914998	36.395	294	146	7	29	287	9841	8978	4.76E-46	167																																												
Q5AHA0_CANAL	NODE_192_62360_cov_15.135410	32.008	528	297	15	1927	2406	31881	33422	1.09E-50	200																																												
Q5AHE3_CANAL	NODE_492_18896_cov_12.680430	22.552	337	217	12	1	293	13234	12224	6.91E-12	66.2																																												
Q5AHE4_CANAL	NODE_417_27035_cov_14.420507	25.161	310	201	13	2	290	4463	3564	1.46E-10	62																																												
Q5AHF9_CANAL	NODE_316_39867_cov_13.804882	58.333	84	35	0	2	85	14120	13869	8.45E-27	101																																												
Q5AHG6_CANAL	NODE_236_53297_cov_14.402990	55.259	599	205	15	110	672	46531	44816	0	590																																												
Q5AHJ0_CANAL	NODE_270_47384_cov_14.585564	71.111	45	13	0	18	62	29989	30123	2.11E-17	73.6																																												
Q5AHR8_CANAL	NODE_492_18896_cov_12.680430	22.255	337	218	12	1	293	13234	12224	3.45E-11	63.9																																												
Q5AHR9_CANAL	NODE_417_27035_cov_14.420507	24.839	310	202	13	2	290	4463	3564	6.98E-10	60.1																																												
Q5AI00_CANAL	NODE_524_14745_cov_16.881105	84.211	76	12	0	2	77	13053	12826	2.31E-46	141																																												
Q5AI14_CANAL	NODE_26_164551_cov_14.900471	48.182	770	328	10	1	716	99805	102063	0	729																																												
Q5AI81_CANAL	NODE_84_109501_cov_13.779820	37.903	248	119	8	175	413	60527	61192	4.65E-33	134																																												
Q5AIC4_CANAL	NODE_371_31933_cov_13.923442	66.937	1727	525	15	21	1728	1038	6137	0	2274																																												
Q5AJC0_CANAL	NODE_50_127699_cov_15.767692	45.89	146	71	2	149	294	34513	34926	9.74E-63	135																																												
Q5AJC8_CANAL	NODE_121_88035_cov_15.589787	63.592	206	75	0	82	287	85750	85133	1.68E-115	296																																												
Q5AJH1_CANAL	NODE_156_75747_cov_12.675231	32.698	367	196	7	73	437	32985	33938	2.84E-54	195																																												
Q5AJH4_CANAL	NODE_199_59878_cov_14.302054	62.895	601	191	7	3	579	5276	7054	0	714																																												
Q5AJZ0_CANAL	NODE_46_136539_cov_14.398198	42.569	397	204	8	1	388	104713	105858	1.48E-102	333																																												
Q5AK12_CANAL	NODE_393_29524_cov_13.662891	63.393	112	41	0	27	138	4252	4587	1.35E-44	154																																												
Q5AK62_CANAL	NODE_6_266467_cov_15.217290	44.544	1008	441	25	272	1211	106120	108993	0	734																																												
Q5AKA8_CANAL	NODE_2_339980_cov_14.749374	74.468	47	12	0	153	199	156298	156438	1.08E-16	84.7																																												
Q5AKU6_CANAL	NODE_2_339980_cov_14.749374	53.927	191	62	4	440	605	327077	327646	1.59E-53	198																																												
Q5AL09_CANAL	NODE_397_29075_cov_13.547464	39.699	1131	633	20	1	1114	18476	21772	0	770																																												
Q5AL34_CANAL	NODE_115_90966_cov_14.335352	29.851	402	235	9	7	398	25638	26732	2.22E-43	162																																												
Q5AL52_CANAL	NODE_160_72784_cov_15.852499	38.395	461	270	6	1071	1522	189	1556	9.47E-86	313																																												
Q5ALK3_CANAL	NODE_646_6234_cov_12.168168	62.909	275	79	3	5	257	84	905	5.97E-113	356																																												
Q5ALS7_CANAL	NODE_113_92983_cov_14.529530	50.595	168	64	1	276	424	61399	61902	9.54E-83	166																																												
Q5AM49_CANAL	NODE_27_164373_cov_15.160966	55.419	978	397	13	374	1325	50200	53094	0	991																																												
Q5AMH6_CANAL	NODE_133_82891_cov_15.276799	50	52	25	1	690	741	17343	17191	4.86E-11	67																																												
Q5AMK1_CANAL	NODE_166_70850_cov_14.744567	32.42	219	109	5	2	198	4539	3934	5.48E-26	114																																												
Q5AMQ4_CANAL	NODE_43_141924_cov_15.037384	33.398	512	272	16	8	484	18117	19550	9.34E-79	268																																												
Q5AMQ6_CANAL	NODE_229_55075_cov_15.322414	30.769	91	39	2	442	532	12948	13148	1.12E-04	46.6																																												
Q5AMT2_CANAL	NODE_37_148083_cov_14.840757	39.899	198	109	3	1	198	12690	13253	3.53E-33	127																																												
Q5ANE1_CANAL	NODE_16_187898_cov_15.967700	43.529	425	232	5	36	459	67079	68332	5.90E-110	366																																												
Q5ANJ4_CANAL	NODE_457_22663_cov_15.311235	40.26	77	31	1	124	185	19781	20011	6.56E-08	56.2																																												
Q5ANJ5_CANAL	NODE_280_44562_cov_14.972904	47.33	543	238	9	2	501	15293	16906	1.41E-127	410																																												
Q5ANM6_CANAL	NODE_4_295429_cov_13.989292	31.325	83	55	1	125	207	49585	49343	3.36E-07	50.4																																												
Q5AP71_CANAL	NODE_105_93973_cov_15.589658	63.977	347	90	5	24	337	57797	58831	4.81E-139	436																																												
Q5AP97_CANAL	NODE_57_125165_cov_14.233049	38.376	271	123	6	719	964	44827	45582	5.46E-42	169																																												
Q5APD4_CANAL	NODE_184_64386_cov_15.001447	60.998	441	164	2	1	441	13484	14782	0	567																																												
Q5APF6_CANAL	NODE_8_216030_cov_14.945137	40.204	393	204	10	1	371	142021	143172	1.12E-60	211																																												
Q5APH6_CANAL	NODE_147_78368_cov_13.624966	59.119	817	288	8	1	775	48454	46016	0	961																																												
Q5APH9_CANAL	NODE_39_146068_cov_21.102672	40.187	321	105	7	14	259	70225	69299	2.01E-57	199																																												
