q seq id	s seq id	percent id	length	mismatch	gap open	q start	q end	s start	s end	e-value	bit score 
g3750	lcl|NW_015622823.1_prot_XP_016261215.1_7285	97.26	949	14	2	1	949	79	1015	0	1902
g3751	lcl|NW_015622823.1_prot_XP_016261214.1_7284	100	1098	0	0	1	1098	79	1176	0	2256
g3752	lcl|NW_015622823.1_prot_XP_016261212.1_7282	100	429	0	0	1	429	79	507	0	834
g3753	lcl|NW_015622823.1_prot_XP_016261211.1_7281	100	82	0	0	1	82	79	160	1.33E-56	170
g3754	lcl|NW_015622823.1_prot_XP_016261210.1_7280	100	433	0	0	4	436	82	514	0	891
g3755	lcl|NW_015622823.1_prot_XP_016261209.1_7279	80.097	206	10	1	1	206	79	253	1.86E-117	333
g3756	lcl|NW_015622823.1_prot_XP_016261207.1_7278	100	572	0	0	1	572	79	650	0	1183
g3757	lcl|NW_015622823.1_prot_XP_016261206.1_7276	98.236	907	0	1	1	907	79	969	0	1836
g3758	lcl|NW_015622823.1_prot_XP_016261205.1_7275	100	177	0	0	1	177	79	255	2.76E-130	364
g3759	lcl|NW_015622821.1_prot_XP_016264280.1_5624	40.693	231	136	1	34	263	274	504	5.84E-56	187
g376	lcl|NW_015622819.1_prot_XP_016266649.1_2302	100	163	0	0	1	163	79	241	2.71E-117	330
g3760	lcl|NW_015622823.1_prot_XP_016261204.1_7274	99.617	522	2	0	373	894	31	552	0	1083
g3761	lcl|NW_015622832.1_prot_XP_016257395.1_11930	41.506	518	280	9	2	504	88	597	1.64E-131	393
g3762	lcl|NW_015622821.1_prot_XP_016263621.1_4965	46.531	245	126	2	1	240	75	319	7.16E-75	230
g3763	lcl|NW_015622823.1_prot_XP_016261203.1_7273	95.74	446	16	1	1	446	81	523	0	848
g3764	lcl|NW_015622823.1_prot_XP_016261202.1_7272	100	315	0	0	1	315	79	393	0	642
g3765	lcl|NW_015622823.1_prot_XP_016261201.1_7271	100	247	0	0	1	247	79	325	0	506
g3766	lcl|NW_015622823.1_prot_XP_016261200.1_7270	100	185	0	0	1	185	79	263	8.70E-133	371
g3767	lcl|NW_015622823.1_prot_XP_016261199.1_7269	100	1039	0	0	10	1048	1	1039	0	2148
g3768	lcl|NW_015622823.1_prot_XP_016261198.1_7268	99.81	525	1	0	1	525	79	603	0	1098
g3769	lcl|NW_015622823.1_prot_XP_016261197.1_7267	100	557	0	0	1	557	79	635	0	1157
g377	lcl|NW_015622819.1_prot_XP_016266648.1_2301	100	327	0	0	97	423	226	552	0	650
g3770	lcl|NW_015622823.1_prot_XP_016261196.1_7266	100	167	0	0	1	167	79	245	4.79E-122	342
g3771	lcl|NW_015622823.1_prot_XP_016261195.1_7265	100	190	0	0	1	190	79	268	5.43E-139	387
g3772	lcl|NW_015622823.1_prot_XP_016261194.1_7264	100	716	0	0	1	716	108	823	0	1490
g3774	lcl|NW_015622823.1_prot_XP_016261799.1_7869	100	331	0	0	1	331	79	409	0	690
g3775	lcl|NW_015622823.1_prot_XP_016261797.1_7868	100	373	0	0	1	373	79	451	0	758
g3776	lcl|NW_015622824.1_prot_XP_016261084.1_8880	25.399	1189	742	32	1	1132	63	1163	1.65E-80	286
g3777	lcl|NW_015622840.1_prot_XP_016256731.1_12417	43.689	206	68	4	227	428	37	198	1.83E-47	160
g3778	lcl|NW_015622840.1_prot_XP_016256729.1_12416	65.217	23	8	0	1	23	98	120	1.92E-05	36.2
g378	lcl|NW_015622819.1_prot_XP_016266647.1_2300	100	724	0	0	1	724	61	784	0	1472
g3780	lcl|NW_015622823.1_prot_XP_016261796.1_7866	100	118	0	0	1	118	79	196	1.26E-83	241
g3781	lcl|NW_015622823.1_prot_XP_016261794.1_7864	100	1266	0	0	1	1266	7	1272	0	2585
g3782	lcl|NW_015622823.1_prot_XP_016261793.1_7863	100	189	0	0	1	189	79	267	1.03E-145	404
g3783	lcl|NW_015622823.1_prot_XP_016261792.1_7862	100	290	0	0	1	290	79	368	0	598
g3784	lcl|NW_015622823.1_prot_XP_016261791.1_7861	100	489	0	0	1	489	79	567	0	1013
g3785	lcl|NW_015622823.1_prot_XP_016261790.1_7860	99.121	455	4	0	1	455	79	533	0	928
g3787	lcl|NW_015622823.1_prot_XP_016261789.1_7859	89.756	205	0	1	1	184	79	283	1.85E-125	353
g3788	lcl|NW_015622823.1_prot_XP_016261788.1_7858	100	32	0	0	1	32	79	110	1.43E-17	67.4
g3789	lcl|NW_015622823.1_prot_XP_016261787.1_7857	100	73	0	0	1	73	79	151	5.65E-47	145
g379	lcl|NW_015622819.1_prot_XP_016266646.1_2299	100	1175	0	0	1	1175	79	1253	0	2425
g3790	lcl|NW_015622823.1_prot_XP_016261786.1_7856	98.876	89	1	0	1	89	105	193	2.22E-60	181
g3791	lcl|NW_015622823.1_prot_XP_016261785.1_7855	88.197	466	23	2	1	434	79	544	0	837
g3792	lcl|NW_015622823.1_prot_XP_016261784.1_7854	100	114	0	0	1	114	79	192	7.58E-81	234
g3793	lcl|NW_015622823.1_prot_XP_016261783.1_7853	100	319	0	0	1	319	79	397	0	649
g3794	lcl|NW_015622823.1_prot_XP_016261782.1_7852	100	426	0	0	1	426	79	504	0	895
g3795	lcl|NW_015622823.1_prot_XP_016261780.1_7850	100	303	0	0	1	303	79	381	0	630
g3796	lcl|NW_015622823.1_prot_XP_016261779.1_7849	99.858	704	1	0	1	704	79	782	0	1402
g3797	lcl|NW_015622823.1_prot_XP_016261778.1_7848	100	573	0	0	1	573	79	651	0	1204
g3798	lcl|NW_015622823.1_prot_XP_016261776.1_7846	96.479	568	0	1	1	568	79	626	0	1124
g3799	lcl|NW_015622823.1_prot_XP_016261775.1_7845	100	521	0	0	1	521	219	739	0	1035
g38	lcl|NW_015622830.1_prot_XP_016257610.1_11540	100	450	0	0	1	450	79	528	0	918
g380	lcl|NW_015622819.1_prot_XP_016266642.1_2295	100	418	0	0	1	418	79	496	0	862
g3800	lcl|NW_015622823.1_prot_XP_016261774.1_7844	100	138	0	0	1	138	79	216	3.55E-102	290
g3801	lcl|NW_015622823.1_prot_XP_016261773.1_7843	100	126	0	0	1	126	79	204	2.01E-90	259
g3802	lcl|NW_015622823.1_prot_XP_016261772.1_7842	100	377	0	0	1	377	79	455	0	785
g3803	lcl|NW_015622835.1_prot_XP_016256960.1_12197	28.875	658	375	20	4	633	94	686	1.59E-74	252
g3804	lcl|NW_015622823.1_prot_XP_016261771.1_7841	100	289	0	0	1	289	76	364	0	602
g3805	lcl|NW_015622823.1_prot_XP_016261770.1_7840	100	299	0	0	1	299	84	382	0	615
g3806	lcl|NW_015622823.1_prot_XP_016261769.1_7839	100	557	0	0	1	557	79	635	0	1165
g3807	lcl|NW_015622823.1_prot_XP_016261768.1_7838	99.841	627	0	1	1	626	79	705	0	1268
g3808	lcl|NW_015622823.1_prot_XP_016261767.1_7837	99.902	1023	1	0	1	1023	79	1101	0	2120
g3809	lcl|NW_015622823.1_prot_XP_016261766.1_7836	99.16	476	4	0	264	739	97	572	0	966
g381	lcl|NW_015622819.1_prot_XP_016266641.1_2294	100	171	0	0	1	171	79	249	1.47E-128	359
g3810	lcl|NW_015622823.1_prot_XP_016261764.1_7835	100	579	0	0	1	579	79	657	0	1165
g3811	lcl|NW_015622823.1_prot_XP_016261763.1_7833	100	201	0	0	1	201	79	279	2.02E-150	417
g3812	lcl|NW_015622823.1_prot_XP_016261762.1_7832	100	204	0	0	1	204	79	282	5.49E-154	426
g3813	lcl|NW_015622823.1_prot_XP_016261761.1_7831	99.278	277	2	0	1	277	79	355	0	560
g3814	lcl|NW_015622821.1_prot_XP_016263584.1_4928	100	438	0	0	1	438	79	516	0	896
g3815	lcl|NW_015622821.1_prot_XP_016263583.1_4927	100	236	0	0	1	236	79	314	0	499
g3816	lcl|NW_015622821.1_prot_XP_016263582.1_4926	100	307	0	0	1	307	79	385	0	639
g3817	lcl|NW_015622821.1_prot_XP_016263581.1_4925	100	377	0	0	1	377	79	455	0	794
g3818	lcl|NW_015622821.1_prot_XP_016263580.1_4924	100	416	0	0	1	416	79	494	0	862
g3819	lcl|NW_015622821.1_prot_XP_016263579.1_4923	100	231	0	0	1	231	79	309	1.13E-170	471
g382	lcl|NW_015622819.1_prot_XP_016266640.1_2293	100	969	0	0	1	969	79	1047	0	2001
g3820	lcl|NW_015622821.1_prot_XP_016263578.1_4922	100	365	0	0	274	638	584	948	0	555
g3821	lcl|NW_015622821.1_prot_XP_016263576.1_4920	100	489	0	0	1	489	79	567	0	1016
g3822	lcl|NW_015622821.1_prot_XP_016263575.1_4919	100	389	0	0	1	389	79	467	0	764
g3823	lcl|NW_015622822.1_prot_XP_016262042.1_5988	28.75	480	271	16	4	455	79	515	1.56E-40	150
g3824	lcl|NW_015622821.1_prot_XP_016263574.1_4918	100	868	0	0	1	868	77	944	0	1801
g3825	lcl|NW_015622821.1_prot_XP_016263573.1_4917	100	491	0	0	1	491	79	569	0	1004
g3826	lcl|NW_015622821.1_prot_XP_016263572.1_4916	100	263	0	0	1	263	79	341	0	545
g3827	lcl|NW_015622821.1_prot_XP_016263571.1_4915	100	83	0	0	1	83	79	161	6.85E-55	166
g3828	lcl|NW_015622821.1_prot_XP_016263570.1_4914	100	331	0	0	1	331	79	409	0	679
g3829	lcl|NW_015622821.1_prot_XP_016263569.1_4913	100	377	0	0	1	377	79	455	0	775
g383	lcl|NW_015622819.1_prot_XP_016266638.1_2292	99.226	517	2	1	1	515	79	595	0	1045
g3830	lcl|NW_015622821.1_prot_XP_016263568.1_4912	100	61	0	0	1	61	79	139	5.09E-40	126
g3831	lcl|NW_015622821.1_prot_XP_016263567.1_4911	100	191	0	0	1	191	38	228	4.13E-142	394
g3832	lcl|NW_015622821.1_prot_XP_016263566.1_4910	100	231	0	0	1	231	79	309	1.71E-175	483
g3833	lcl|NW_015622821.1_prot_XP_016263565.1_4909	100	1085	0	0	1	1085	10	1094	0	2217
g3834	lcl|NW_015622821.1_prot_XP_016263564.1_4908	100	425	0	0	1	425	79	503	0	775
g3835	lcl|NW_015622821.1_prot_XP_016263563.1_4907	97.297	111	3	0	115	225	88	198	3.97E-72	222
g3836	lcl|NW_015622821.1_prot_XP_016263561.1_4905	100	812	0	0	1	812	79	890	0	1696
g3837	lcl|NW_015622821.1_prot_XP_016263559.1_4903	99.462	372	2	0	1	372	139	510	0	762
g3838	lcl|NW_015622821.1_prot_XP_016263558.1_4902	100	557	0	0	1	557	79	635	0	1150
g3839	lcl|NW_015622821.1_prot_XP_016263557.1_4901	100	728	0	0	52	779	1	728	0	1487
g384	lcl|NW_015622819.1_prot_XP_016266639.1_2291	100	332	0	0	1	332	79	410	0	679
g3840	lcl|NW_015622821.1_prot_XP_016263556.1_4900	100	319	0	0	1	319	79	397	0	656
g3841	lcl|NW_015622821.1_prot_XP_016263555.1_4899	100	273	0	0	1	273	79	351	0	546
g3842	lcl|NW_015622821.1_prot_XP_016263554.1_4898	100	176	0	0	1	176	79	254	1.20E-130	365
g3844	lcl|NW_015622825.1_prot_XP_016260239.1_9481	49.372	478	238	3	216	692	55	529	3.01E-173	504
g3845	lcl|NW_015622821.1_prot_XP_016263551.1_4895	100	352	0	0	1	352	101	452	0	724
g3846	lcl|NW_015622821.1_prot_XP_016263550.1_4894	100	332	0	0	137	468	1	332	0	674
g3847	lcl|NW_015622821.1_prot_XP_016263547.1_4892	93.095	391	0	1	1	364	79	469	0	729
g3848	lcl|NW_015622821.1_prot_XP_016263548.1_4891	100	99	0	0	1	99	79	177	4.34E-72	211
g3849	lcl|NW_015622821.1_prot_XP_016263546.1_4890	100	283	0	0	1	283	33	315	0	578
g385	lcl|NW_015622819.1_prot_XP_016266637.1_2290	100	174	0	0	1	174	79	252	3.15E-132	369
g3850	lcl|NW_015622821.1_prot_XP_016263545.1_4889	93.333	285	11	1	1	285	79	355	0	555
g3851	lcl|NW_015622823.1_prot_XP_016261198.1_7268	68.482	514	158	2	1	510	78	591	0	763
g3852	lcl|NW_015622821.1_prot_XP_016263544.1_4888	95.652	598	10	2	2	598	70	652	0	1180
g3853	lcl|NW_015622818.1_prot_XP_016268258.1_755	32.806	253	155	6	1	242	83	331	4.28E-40	140
g3854	lcl|NW_015622821.1_prot_XP_016263543.1_4887	100	230	0	0	1	230	79	308	1.76E-173	478
g3855	lcl|NW_015622821.1_prot_XP_016263542.1_4886	100	421	0	0	1	421	79	499	0	857
g3856	lcl|NW_015622821.1_prot_XP_016263541.1_4885	100	239	0	0	318	556	23	261	3.55E-172	486
g3857	lcl|NW_015622821.1_prot_XP_016263539.1_4883	99.231	390	3	0	1	390	131	520	0	785
g3858	lcl|NW_015622821.1_prot_XP_016263538.1_4882	100	305	0	0	1	305	79	383	0	629
g3859	lcl|NW_015622821.1_prot_XP_016263537.1_4881	100	226	0	0	1	226	81	306	1.32E-167	462
g386	lcl|NW_015622819.1_prot_XP_016266636.1_2289	100	293	0	0	1	293	79	371	0	577
g3860	lcl|NW_015622820.1_prot_XP_016265557.1_4102	64	50	18	0	200	249	136	185	9.47E-15	70.5
g3861	lcl|NW_015622825.1_prot_XP_016259720.1_8962	95.283	424	2	1	1	424	79	484	0	814
g3863	lcl|NW_015622825.1_prot_XP_016259718.1_8960	100	102	0	0	1	102	79	180	2.09E-73	214
g3864	lcl|NW_015622825.1_prot_XP_016259717.1_8959	100	39	0	0	1	39	79	117	3.34E-21	77.4
g3865	lcl|NW_015622825.1_prot_XP_016259716.1_8958	100	539	0	0	266	804	13	551	0	1073
g3866	lcl|NW_015622825.1_prot_XP_016259713.1_8955	100	363	0	0	1	363	142	504	0	735
g3867	lcl|NW_015622825.1_prot_XP_016259712.1_8954	100	1943	0	0	1	1943	79	2021	0	4031
g3868	lcl|NW_015622825.1_prot_XP_016260011.1_9253	54.762	462	203	5	1	458	79	538	5.83E-171	490
g3869	lcl|NW_015622825.1_prot_XP_016259711.1_8953	100	224	0	0	1	224	79	302	1.45E-168	465
g387	lcl|NW_015622819.1_prot_XP_016266634.1_2287	100	749	0	0	1	749	79	827	0	1548
g3870	lcl|NW_015622825.1_prot_XP_016259710.1_8952	100	600	0	0	1737	2336	135	734	0	1243
g3871	lcl|NW_015622825.1_prot_XP_016259707.1_8949	100	178	0	0	1	178	79	256	4.05E-133	371
g3872	lcl|NW_015622825.1_prot_XP_016259706.1_8948	100	449	0	0	1	449	79	527	0	925
g3874	lcl|NW_015622820.1_prot_XP_016265293.1_3838	28.404	426	261	13	1	406	35	436	1.48E-38	144
g3875	lcl|NW_015622825.1_prot_XP_016259705.1_8947	100	403	0	0	1	403	79	481	0	833
g3876	lcl|NW_015622825.1_prot_XP_016259701.1_8943	100	450	0	0	1	450	79	528	0	927
g3877	lcl|NW_015622825.1_prot_XP_016259700.1_8942	100	249	0	0	1	249	103	351	7.28E-179	494
g3878	lcl|NW_015622825.1_prot_XP_016259697.1_8939	100	348	0	0	263	610	137	484	0	721
g3879	lcl|NW_015622825.1_prot_XP_016259696.1_8938	100	952	0	0	1	952	79	1030	0	1945
g388	lcl|NW_015622819.1_prot_XP_016266633.1_2286	100	196	0	0	1	196	79	274	5.09E-148	410
g3880	lcl|NW_015622825.1_prot_XP_016259695.1_8937	100	311	0	0	866	1176	1	311	0	645
g3881	lcl|NW_015622825.1_prot_XP_016259693.1_8935	100	330	0	0	1	330	79	408	0	674
g3882	lcl|NW_015622825.1_prot_XP_016259692.1_8934	100	989	0	0	1359	2347	15	1003	0	2037
g3883	lcl|NW_015622818.1_prot_XP_016268523.1_1020	32.08	399	265	5	1	396	114	509	3.68E-64	214
g3884	lcl|NW_015622825.1_prot_XP_016259690.1_8932	100	451	0	0	1	451	79	529	0	940
g3885	lcl|NW_015622825.1_prot_XP_016259689.1_8931	100	441	0	0	1	441	177	617	0	916
g3886	lcl|NW_015622824.1_prot_XP_016260583.1_8379	32.338	201	122	5	1	190	77	274	2.59E-27	103
g3887	lcl|NW_015622825.1_prot_XP_016259688.1_8930	100	155	0	0	1	155	37	191	3.98E-116	325
g3888	lcl|NW_015622825.1_prot_XP_016259687.1_8929	100	554	0	0	1	554	79	632	0	1144
g3889	lcl|NW_015622825.1_prot_XP_016259686.1_8928	100	224	0	0	1	224	79	302	1.25E-162	450
g389	lcl|NW_015622819.1_prot_XP_016266632.1_2285	91.054	503	0	1	1	458	79	581	0	826
g3890	lcl|NW_015622825.1_prot_XP_016259685.1_8927	100	250	0	0	1	250	79	328	0	507
g3891	lcl|NW_015622825.1_prot_XP_016259683.1_8925	100	777	0	0	333	1109	1	777	0	1586
g3892	lcl|NW_015622825.1_prot_XP_016259682.1_8924	98.864	88	1	0	1	88	79	166	4.12E-58	181
g3893	lcl|NW_015622825.1_prot_XP_016259682.1_8924	100	89	0	0	1	89	255	343	7.31E-61	187
g3894	lcl|NW_015622821.1_prot_XP_016263645.1_4989	59.459	407	156	2	1	398	64	470	0	516
g3895	lcl|NW_015622825.1_prot_XP_016259680.1_8922	99.127	229	2	0	219	447	20	248	3.30E-171	479
g3896	lcl|NW_015622820.1_prot_XP_016265272.1_3817	45.283	265	141	3	3	263	47	311	4.47E-77	239
g3897	lcl|NW_015622825.1_prot_XP_016259679.1_8921	100	55	0	0	1	55	79	133	9.26E-35	112
g3898	lcl|NW_015622820.1_prot_XP_016264672.1_3217	100	668	0	0	1	668	189	856	0	1367
g3899	lcl|NW_015622820.1_prot_XP_016264674.1_3219	100	460	0	0	1	460	79	538	0	938
g39	lcl|NW_015622830.1_prot_XP_016257609.1_11539	100	827	0	0	29	855	1	827	0	1689
g390	lcl|NW_015622819.1_prot_XP_016266631.1_2284	100	522	0	0	1	522	70	591	0	1071
g3900	lcl|NW_015622820.1_prot_XP_016264676.1_3220	100	628	0	0	1	628	79	706	0	1303
g3901	lcl|NW_015622820.1_prot_XP_016264677.1_3222	100	280	0	0	89	368	1	280	0	593
g3902	lcl|NW_015622820.1_prot_XP_016264679.1_3224	100	122	0	0	1	122	79	200	3.09E-88	253
g3903	lcl|NW_015622820.1_prot_XP_016264680.1_3225	100	283	0	0	1	283	160	442	0	578
g3904	lcl|NW_015622820.1_prot_XP_016264681.1_3226	100	280	0	0	1	280	79	358	0	578
g3905	lcl|NW_015622820.1_prot_XP_016264682.1_3227	100	278	0	0	1	278	79	356	0	573
g3906	lcl|NW_015622820.1_prot_XP_016264683.1_3228	100	389	0	0	1	389	79	467	0	800
g3907	lcl|NW_015622820.1_prot_XP_016264684.1_3229	100	731	0	0	1	731	100	830	0	1521
g3908	lcl|NW_015622819.1_prot_XP_016266044.1_1697	55.714	420	178	4	2	416	97	513	7.27E-173	492
g3909	lcl|NW_015622827.1_prot_XP_016258478.1_10221	30.493	223	144	4	2	213	86	308	7.21E-24	97.4
g391	lcl|NW_015622819.1_prot_XP_016266630.1_2283	100	491	0	0	1	491	79	569	0	1021
g3910	lcl|NW_015622820.1_prot_XP_016265013.1_3558	59.664	238	96	0	41	278	4	241	2.20E-96	282
g3911	lcl|NW_015622820.1_prot_XP_016264685.1_3230	100	102	0	0	1	102	241	342	3.67E-72	216
g3912	lcl|NW_015622823.1_prot_XP_016261843.1_7913	48.387	496	249	5	470	960	6	499	5.62E-148	448
g3914	lcl|NW_015622830.1_prot_XP_016257680.1_11610	30.612	441	270	3	1	436	78	487	5.95E-78	249
g3915	lcl|NW_015622820.1_prot_XP_016264686.1_3231	97.249	618	0	1	1	601	15	632	0	1232
g3916	lcl|NW_015622820.1_prot_XP_016264687.1_3232	95.556	720	1	2	1	720	79	767	0	1404
g3917	lcl|NW_015622820.1_prot_XP_016264688.1_3233	100	691	0	0	1	691	79	769	0	1369
g3918	lcl|NW_015622820.1_prot_XP_016264689.1_3234	99.206	630	5	0	1	630	79	708	0	1280
g3919	lcl|NW_015622820.1_prot_XP_016264690.1_3235	100	1360	0	0	1	1360	79	1438	0	2733
g3920	lcl|NW_015622820.1_prot_XP_016264691.1_3236	100	778	0	0	1	778	79	856	0	1587
g3921	lcl|NW_015622820.1_prot_XP_016264692.1_3237	100	163	0	0	1	163	79	241	1.23E-117	331
g3922	lcl|NW_015622820.1_prot_XP_016264693.1_3238	100	103	0	0	1	103	79	181	4.79E-72	211
g3923	lcl|NW_015622820.1_prot_XP_016264694.1_3239	100	89	0	0	1	89	129	217	1.42E-59	180
g3924	lcl|NW_015622820.1_prot_XP_016264695.1_3240	100	250	0	0	1	250	79	328	0	523
g3925	lcl|NW_015622818.1_prot_XP_016268876.1_1373	32.472	271	179	3	20	288	262	530	5.55E-42	151
g3927	lcl|NW_015622820.1_prot_XP_016264696.1_3241	100	160	0	0	1	160	79	238	1.69E-115	325
g3928	lcl|NW_015622820.1_prot_XP_016264697.1_3242	100	439	0	0	1	439	79	517	0	891
g3929	lcl|NW_015622820.1_prot_XP_016264698.1_3243	99.847	653	1	0	1	653	85	737	0	1358
g393	lcl|NW_015622819.1_prot_XP_016266628.1_2281	100	307	0	0	1	307	79	385	0	635
g3930	lcl|NW_015622820.1_prot_XP_016264701.1_3246	100	767	0	0	1	767	79	845	0	1588
g3931	lcl|NW_015622820.1_prot_XP_016264702.1_3247	100	171	0	0	1	171	79	249	4.29E-126	353
g3932	lcl|NW_015622820.1_prot_XP_016264703.1_3248	100	587	0	0	1	587	79	665	0	1226
g3933	lcl|NW_015622820.1_prot_XP_016264704.1_3249	100	602	0	0	1	602	79	680	0	1222
g3934	lcl|NW_015622820.1_prot_XP_016264706.1_3251	100	740	0	0	1	740	79	818	0	1502
g3935	lcl|NW_015622827.1_prot_XP_016258958.1_10701	42.553	235	126	4	1	227	143	376	4.57E-59	189
g3936	lcl|NW_015622820.1_prot_XP_016264707.1_3252	100	459	0	0	93	551	1	459	0	945
g3937	lcl|NW_015622820.1_prot_XP_016264709.1_3254	100	99	0	0	1	99	79	177	1.84E-69	204
g3938	lcl|NW_015622820.1_prot_XP_016264710.1_3255	100	485	0	0	1	485	79	563	0	969
g3939	lcl|NW_015622869.1_prot_XP_016256217.1_12961	33.91	289	150	9	1	269	76	343	5.83E-33	130
g394	lcl|NW_015622819.1_prot_XP_016266627.1_2280	100	249	0	0	1	249	79	327	0	506
g3940	lcl|NW_015622820.1_prot_XP_016264711.1_3256	100	542	0	0	1	542	79	620	0	1115
g3941	lcl|NW_015622820.1_prot_XP_016264713.1_3258	100	226	0	0	1	226	79	304	1.28E-171	473
g3942	lcl|NW_015622820.1_prot_XP_016264714.1_3259	100	726	0	0	1	726	79	804	0	1499
g3943	lcl|NW_015622819.1_prot_XP_016267209.1_2862	100	576	0	0	1	576	137	712	0	1203
g3944	lcl|NW_015622819.1_prot_XP_016267208.1_2861	100	1914	0	0	1	1914	79	1992	0	3969
g3945	lcl|NW_015622819.1_prot_XP_016267207.1_2860	100	610	0	0	1	610	79	688	0	1273
g3946	lcl|NW_015622819.1_prot_XP_016267205.1_2858	100	373	0	0	1	373	79	451	0	756
g3947	lcl|NW_015622819.1_prot_XP_016267204.1_2857	100	431	0	0	1	431	79	509	0	900
g3948	lcl|NW_015622819.1_prot_XP_016267203.1_2856	100	125	0	0	1	125	165	289	2.76E-91	264
g3949	lcl|NW_015622819.1_prot_XP_016267202.1_2855	100	157	0	0	1	157	79	235	2.87E-114	322
g395	lcl|NW_015622819.1_prot_XP_016266626.1_2279	84.211	171	1	1	1	171	67	211	4.87E-98	281
g3950	lcl|NW_015622819.1_prot_XP_016267201.1_2854	100	521	0	0	1	521	79	599	0	1071
g3951	lcl|NW_015622819.1_prot_XP_016267200.1_2853	100	229	0	0	1	229	79	307	2.40E-170	470
g3952	lcl|NW_015622819.1_prot_XP_016267199.1_2852	100	403	0	0	1	403	79	481	0	818
g3953	lcl|NW_015622819.1_prot_XP_016267198.1_2851	100	451	0	0	1	451	79	529	0	921
g3956	lcl|NW_015622822.1_prot_XP_016262824.1_6770	33.962	318	161	7	105	396	62	356	3.24E-38	147
g3957	lcl|NW_015622819.1_prot_XP_016267197.1_2850	100	66	0	0	1	66	79	144	4.91E-46	142
g3958	lcl|NW_015622819.1_prot_XP_016267196.1_2849	100	795	0	0	1	795	79	873	0	1665
g3959	lcl|NW_015622819.1_prot_XP_016267195.1_2848	100	671	0	0	1	671	96	766	0	1367
g396	lcl|NW_015622819.1_prot_XP_016266625.1_2278	94.664	581	29	1	1	579	93	673	0	1107
g3960	lcl|NW_015622819.1_prot_XP_016267194.1_2847	100	364	0	0	1	364	112	475	0	745
g3961	lcl|NW_015622819.1_prot_XP_016267193.1_2846	100	1589	0	0	1	1589	79	1667	0	3256
g3962	lcl|NW_015622818.1_prot_XP_016268580.1_1077	37.5	56	31	3	256	311	152	203	5.57E-04	40.8
g3963	lcl|NW_015622819.1_prot_XP_016267192.1_2845	100	354	0	0	1	354	79	432	0	714
g3964	lcl|NW_015622819.1_prot_XP_016267190.1_2843	100	252	0	0	1	252	79	330	0	521
g3965	lcl|NW_015622819.1_prot_XP_016267189.1_2842	100	224	0	0	1	224	79	302	1.02E-165	457
g3966	lcl|NW_015622819.1_prot_XP_016267188.1_2841	100	777	0	0	1	777	79	855	0	1637
g3967	lcl|NW_015622819.1_prot_XP_016267187.1_2840	100	607	0	0	1	607	79	685	0	1224
g3968	lcl|NW_015622819.1_prot_XP_016267186.1_2839	100	392	0	0	1	392	79	470	0	804
g3969	lcl|NW_015622819.1_prot_XP_016267184.1_2837	100	579	0	0	727	1305	1	579	0	1219
g397	lcl|NW_015622819.1_prot_XP_016266624.1_2277	99.163	239	2	0	1	239	79	317	3.43E-175	491
g3970	lcl|NW_015622819.1_prot_XP_016267183.1_2836	100	825	0	0	1	825	79	903	0	1677
g3971	lcl|NW_015622819.1_prot_XP_016267182.1_2835	100	633	0	0	1	633	113	745	0	1316
g3972	lcl|NW_015622819.1_prot_XP_016267181.1_2834	100	832	0	0	1	832	79	910	0	1703
g3973	lcl|NW_015622819.1_prot_XP_016267180.1_2833	100	281	0	0	1	281	79	359	0	578
g3974	lcl|NW_015622819.1_prot_XP_016267178.1_2831	100	345	0	0	1	345	79	423	0	715
g3975	lcl|NW_015622819.1_prot_XP_016267177.1_2830	100	168	0	0	1	168	79	246	3.47E-117	338
g3977	lcl|NW_015622823.1_prot_XP_016261496.1_7566	100	454	0	0	1	454	12	465	0	928
g3978	lcl|NW_015622823.1_prot_XP_016261495.1_7565	100	100	0	0	1	100	79	178	3.18E-72	211
g3979	lcl|NW_015622823.1_prot_XP_016261494.1_7564	100	1036	0	0	1	1036	79	1114	0	2144
g398	lcl|NW_015622819.1_prot_XP_016266623.1_2276	100	287	0	0	1	287	79	365	0	598
g3981	lcl|NW_015622823.1_prot_XP_016261493.1_7563	100	263	0	0	1	263	79	341	0	530
g3982	lcl|NW_015622823.1_prot_XP_016261491.1_7561	98.127	1815	0	2	1	1815	115	1895	0	3642
g3983	lcl|NW_015622823.1_prot_XP_016261490.1_7560	100	192	0	0	1	192	179	370	4.62E-142	399
g3984	lcl|NW_015622823.1_prot_XP_016261489.1_7559	100	212	0	0	1	212	79	290	2.72E-155	430
g3985	lcl|NW_015622823.1_prot_XP_016261488.1_7558	100	231	0	0	1	231	79	309	1.48E-174	481
g3986	lcl|NW_015622823.1_prot_XP_016261487.1_7557	100	151	0	0	1	151	152	302	3.28E-110	314
g3987	lcl|NW_015622823.1_prot_XP_016261486.1_7556	100	317	0	0	1	317	139	455	0	663
g3988	lcl|NW_015622823.1_prot_XP_016261485.1_7555	99.666	299	1	0	1	299	79	377	0	600
g3989	lcl|NW_015622823.1_prot_XP_016261484.1_7554	100	442	0	0	1	442	79	520	0	931
g399	lcl|NW_015622819.1_prot_XP_016266622.1_2275	100	360	0	0	1	360	79	438	0	730
g3990	lcl|NW_015622823.1_prot_XP_016261483.1_7553	100	1003	0	0	1	1003	79	1081	0	2075
